"","Artist","Track","count","Track_no_brackets","artist_first_word","artist_last_word","artist_lower","artist_no_featuring_lower","track_lower","track_lower_no_brackets","track_lower_no_schar","track_lower_no_brackets_schar_ws","artist_mbid","artist_lower_no_brackets","artist_lower_no_brackets_schar","artist_lower_no_brackets_schar_ws"
"806","Timbaland & Magoo Featuring Missy Elliott","Cop That Sh#!",2,"Cop That Sh#!","Timbaland","Elliott","timbaland & magoo featuring missy elliott","timbaland","cop that sh#!","cop that sh#!","cop that sh  ","copthatsh","c33c2065-b1c3-4406-b066-d33a9e2ea71a","timbaland & magoo featuring missy elliott","timbalandmagoofeaturingmissyelliott","timbalandmagoofeaturingmissyelliott"
"807","TLC","Damaged",4,"Damaged","TLC","TLC","tlc","tlc","damaged","damaged","damaged","damaged","99790314-885a-4975-8614-9c5bc890364d","tlc","tlc","tlc"
"808","TLC","Dear Lie",7,"Dear Lie","TLC","TLC","tlc","tlc","dear lie","dear lie","dear lie","dearlie","99790314-885a-4975-8614-9c5bc890364d","tlc","tlc","tlc"
"809","TLC","Girl Talk",14,"Girl Talk","TLC","TLC","tlc","tlc","girl talk","girl talk","girl talk","girltalk","99790314-885a-4975-8614-9c5bc890364d","tlc","tlc","tlc"
"810","TLC","No Scrubs",28,"No Scrubs","TLC","TLC","tlc","tlc","no scrubs","no scrubs","no scrubs","noscrubs","99790314-885a-4975-8614-9c5bc890364d","tlc","tlc","tlc"
"811","TLC","Silly Ho",9,"Silly Ho","TLC","TLC","tlc","tlc","silly ho","silly ho","silly ho","sillyho","99790314-885a-4975-8614-9c5bc890364d","tlc","tlc","tlc"
"812","TLC","Unpretty",32,"Unpretty","TLC","TLC","tlc","tlc","unpretty","unpretty","unpretty","unpretty","99790314-885a-4975-8614-9c5bc890364d","tlc","tlc","tlc"
"813","Toby Keith Duet With Willie Nelson","Beer For My Horses",20,"Beer For My Horses","Toby","Nelson","toby keith duet with willie nelson","toby keith duet","beer for my horses","beer for my horses","beer for my horses","beerformyhorses",NA,"toby keith duet with willie nelson","tobykeithduetwithwillienelson","tobykeithduetwithwillienelson"
"814","Toni Braxton","He Wasn't Man Enough",37,"He Wasn't Man Enough","Toni","Braxton","toni braxton","toni braxton","he wasn't man enough","he wasn't man enough","he wasn t man enough","hewasntmanenough","3c8a8696-e176-4c46-a2d3-48b6b1525c7f","toni braxton","tonibraxton","tonibraxton"
"815","Toni Braxton","Just Be A Man About It",20,"Just Be A Man About It","Toni","Braxton","toni braxton","toni braxton","just be a man about it","just be a man about it","just be a man about it","justbeamanaboutit","3c8a8696-e176-4c46-a2d3-48b6b1525c7f","toni braxton","tonibraxton","tonibraxton"
"816","Toni Braxton","Spanish Guitar",3,"Spanish Guitar","Toni","Braxton","toni braxton","toni braxton","spanish guitar","spanish guitar","spanish guitar","spanishguitar","3c8a8696-e176-4c46-a2d3-48b6b1525c7f","toni braxton","tonibraxton","tonibraxton"
"817","Toni Braxton Featuring Loon","Hit The Freeway",14,"Hit The Freeway","Toni","Loon","toni braxton featuring loon","toni braxton","hit the freeway","hit the freeway","hit the freeway","hitthefreeway","3c8a8696-e176-4c46-a2d3-48b6b1525c7f","toni braxton featuring loon","tonibraxtonfeaturingloon","tonibraxtonfeaturingloon"
"818","Too Short Featuring Lil Jon & The East Side Boyz","Shake That Monkey",20,"Shake That Monkey","Too","Boyz","too short featuring lil jon & the east side boyz","too short","shake that monkey","shake that monkey","shake that monkey","shakethatmonkey","8e0fe7bd-bd17-4d25-9b68-1e6a60705477","too short featuring lil jon & the east side boyz","tooshortfeaturingliljontheeastsideboyz","tooshortfeaturingliljontheeastsideboyz"
"819","Tool","Schism",20,"Schism","Tool","Tool","tool","tool","schism","schism","schism","schism","bbfa1e12-8b61-4ed8-bc6e-52d2298f41a2","tool","tool","tool"
"820","Tori Amos","Bliss",2,"Bliss","Tori","Amos","tori amos","tori amos","bliss","bliss","bliss","bliss","c0b2500e-0cef-4130-869d-732b23ed9df5","tori amos","toriamos","toriamos"
"821","Total","Sitting Home",14,"Sitting Home","Total","Total","total","total","sitting home","sitting home","sitting home","sittinghome","475ae7a5-07de-46a8-a88d-4322259aafa9","total","total","total"
"822","Total Featuring Missy Elliott","Trippin'",12,"Trippin'","Total","Elliott","total featuring missy elliott","total","trippin'","trippin'","trippin ","trippin","475ae7a5-07de-46a8-a88d-4322259aafa9","total featuring missy elliott","totalfeaturingmissyelliott","totalfeaturingmissyelliott"
"823","Toya","I Do!!",39,"I Do!!","Toya","Toya","toya","toya","i do!!","i do!!","i do  ","ido","7a0a724b-6c98-4a7a-9991-2faf659d3f8b","toya","toya","toya"
"824","Toya","No Matta What (Party All Night)",7,"No Matta What ","Toya","Toya","toya","toya","no matta what (party all night)","no matta what ","no matta what ","nomattawhat","7a0a724b-6c98-4a7a-9991-2faf659d3f8b","toya","toya","toya"
"825","TQ","Westside",3,"Westside","TQ","TQ","tq","tq","westside","westside","westside","westside","360e7142-ca6e-45ea-b57c-a3ce963e8c91","tq","tq","tq"
"826","Train","Calling All Angels",29,"Calling All Angels","Train","Train","train","train","calling all angels","calling all angels","calling all angels","callingallangels","1d0b2ed9-56a2-4792-a5a1-a47313fb24c4","train","train","train"
"827","Train","Drops Of Jupiter (Tell Me)",53,"Drops Of Jupiter ","Train","Train","train","train","drops of jupiter (tell me)","drops of jupiter ","drops of jupiter ","dropsofjupiter","1d0b2ed9-56a2-4792-a5a1-a47313fb24c4","train","train","train"
"828","Train","Meet Virginia",27,"Meet Virginia","Train","Train","train","train","meet virginia","meet virginia","meet virginia","meetvirginia","1d0b2ed9-56a2-4792-a5a1-a47313fb24c4","train","train","train"
"829","Train","When I Look To The Sky",14,"When I Look To The Sky","Train","Train","train","train","when i look to the sky","when i look to the sky","when i look to the sky","whenilooktothesky","1d0b2ed9-56a2-4792-a5a1-a47313fb24c4","train","train","train"
"830","Trick Pony","On A Night Like This",20,"On A Night Like This","Trick","Pony","trick pony","trick pony","on a night like this","on a night like this","on a night like this","onanightlikethis",NA,"trick pony","trickpony","trickpony"
"831","Trick Pony","Pour Me",14,"Pour Me","Trick","Pony","trick pony","trick pony","pour me","pour me","pour me","pourme",NA,"trick pony","trickpony","trickpony"
"832","Trina","Pull Over",4,"Pull Over","Trina","Trina","trina","trina","pull over","pull over","pull over","pullover","9743c4e5-fe76-4128-b5b4-5b19d6b95ad9","trina","trina","trina"
"833","Trina & Tamara","What'd You Come Here For?",12,"What'd You Come Here For?","Trina","Tamara","trina & tamara","trina","what'd you come here for?","what'd you come here for?","what d you come here for ","whatdyoucomeherefor","9743c4e5-fe76-4128-b5b4-5b19d6b95ad9","trina & tamara","trinatamara","trinatamara"
"834","Trina Featuring Ludacris","B R Right",14,"B R Right","Trina","Ludacris","trina featuring ludacris","trina","b r right","b r right","b r right","brright","9743c4e5-fe76-4128-b5b4-5b19d6b95ad9","trina featuring ludacris","trinafeaturingludacris","trinafeaturingludacris"
"835","Trisha Yearwood","I'll Still Love You More",12,"I'll Still Love You More","Trisha","Yearwood","trisha yearwood","trisha yearwood","i'll still love you more","i'll still love you more","i ll still love you more","illstillloveyoumore","0be325a6-3c6d-4e3a-97ed-e59539b1014f","trisha yearwood","trishayearwood","trishayearwood"
"836","Trisha Yearwood","I Would've Loved You Anyway",20,"I Would've Loved You Anyway","Trisha","Yearwood","trisha yearwood","trisha yearwood","i would've loved you anyway","i would've loved you anyway","i would ve loved you anyway","iwouldvelovedyouanyway","0be325a6-3c6d-4e3a-97ed-e59539b1014f","trisha yearwood","trishayearwood","trishayearwood"
"837","Trisha Yearwood","Powerful Thing",12,"Powerful Thing","Trisha","Yearwood","trisha yearwood","trisha yearwood","powerful thing","powerful thing","powerful thing","powerfulthing","0be325a6-3c6d-4e3a-97ed-e59539b1014f","trisha yearwood","trishayearwood","trishayearwood"
"838","Trisha Yearwood","Real Live Woman",6,"Real Live Woman","Trisha","Yearwood","trisha yearwood","trisha yearwood","real live woman","real live woman","real live woman","reallivewoman","0be325a6-3c6d-4e3a-97ed-e59539b1014f","trisha yearwood","trishayearwood","trishayearwood"
"839","Tupac Featuring The Notorious B.I.G.","Runnin (Dying To Live)",20,"Runnin ","Tupac","Tupac Featuring The Notorious B.I.G.","tupac featuring the notorious b.i.g.","tupac","runnin (dying to live)","runnin ","runnin ","runnin","382f1005-e9ab-4684-afd4-0bdae4ee37f2","tupac featuring the notorious b.i.g.","tupacfeaturingthenotoriousbig","tupacfeaturingthenotoriousbig"
"840","Tupac With Eminem Featuring The Outlawz","One Day At A Time",5,"One Day At A Time","Tupac","Outlawz","tupac with eminem featuring the outlawz","tupac","one day at a time","one day at a time","one day at a time","onedayatatime","382f1005-e9ab-4684-afd4-0bdae4ee37f2","tupac with eminem featuring the outlawz","tupacwitheminemfeaturingtheoutlawz","tupacwitheminemfeaturingtheoutlawz"
"841","Tweet","Call Me",19,"Call Me","Tweet","Tweet","tweet","tweet","call me","call me","call me","callme",NA,"tweet","tweet","tweet"
"842","Tweet","Oops (Oh My)",20,"Oops ","Tweet","Tweet","tweet","tweet","oops (oh my)","oops ","oops ","oops",NA,"tweet","tweet","tweet"
"843","U2","Beautiful Day",25,"Beautiful Day","U2","U2","u2","u2","beautiful day","beautiful day","beautiful day","beautifulday","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","u2","u2","u2"
"844","U2","Electrical Storm",7,"Electrical Storm","U2","U2","u2","u2","electrical storm","electrical storm","electrical storm","electricalstorm","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","u2","u2","u2"
"845","U2","Stuck In A Moment You Can't Get Out Of",20,"Stuck In A Moment You Can't Get Out Of","U2","U2","u2","u2","stuck in a moment you can't get out of","stuck in a moment you can't get out of","stuck in a moment you can t get out of","stuckinamomentyoucantgetoutof","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","u2","u2","u2"
"846","U2","Sweetest Thing",13,"Sweetest Thing","U2","U2","u2","u2","sweetest thing","sweetest thing","sweetest thing","sweetestthing","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","u2","u2","u2"
"847","U2","Vertigo",12,"Vertigo","U2","U2","u2","u2","vertigo","vertigo","vertigo","vertigo","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","u2","u2","u2"
"848","Usher","Caught Up",3,"Caught Up","Usher","Usher","usher","usher","caught up","caught up","caught up","caughtup","bc97c42e-0a22-4820-ab28-860a0a5147db","usher","usher","usher"
"849","Usher","Confessions Part II",25,"Confessions Part II","Usher","Usher","usher","usher","confessions part ii","confessions part ii","confessions part ii","confessionspartii","bc97c42e-0a22-4820-ab28-860a0a5147db","usher","usher","usher"
"850","Usher","Pop Ya Collar",7,"Pop Ya Collar","Usher","Usher","usher","usher","pop ya collar","pop ya collar","pop ya collar","popyacollar","bc97c42e-0a22-4820-ab28-860a0a5147db","usher","usher","usher"
"851","Usher","U Don't Have To Call",26,"U Don't Have To Call","Usher","Usher","usher","usher","u don't have to call","u don't have to call","u don t have to call","udonthavetocall","bc97c42e-0a22-4820-ab28-860a0a5147db","usher","usher","usher"
"852","Usher","U Got It Bad",32,"U Got It Bad","Usher","Usher","usher","usher","u got it bad","u got it bad","u got it bad","ugotitbad","bc97c42e-0a22-4820-ab28-860a0a5147db","usher","usher","usher"
"853","Usher","U Remind Me",24,"U Remind Me","Usher","Usher","usher","usher","u remind me","u remind me","u remind me","uremindme","bc97c42e-0a22-4820-ab28-860a0a5147db","usher","usher","usher"
"854","Usher And Alicia Keys","My Boo",16,"My Boo","Usher","Keys","usher and alicia keys","usher and alicia keys","my boo","my boo","my boo","myboo",NA,"usher and alicia keys","usherandaliciakeys","usherandaliciakeys"
"855","Usher Featuring Lil Jon & Ludacris","Yeah!",45,"Yeah!","Usher","Ludacris","usher featuring lil jon & ludacris","usher","yeah!","yeah!","yeah ","yeah","bc97c42e-0a22-4820-ab28-860a0a5147db","usher featuring lil jon & ludacris","usherfeaturingliljonludacris","usherfeaturingliljonludacris"
"856","Vince Gill","Feels Like Love",20,"Feels Like Love","Vince","Gill","vince gill","vince gill","feels like love","feels like love","feels like love","feelslikelove","ec37ecfe-65b4-49a4-83c7-ee1ccaeec2e3","vince gill","vincegill","vincegill"
"857","Violator Featuring Busta Rhymes","What It Is",14,"What It Is","Violator","Rhymes","violator featuring busta rhymes","violator","what it is","what it is","what it is","whatitis","36f8acfd-01bf-4c3c-bfda-8e50b4c76fce","violator featuring busta rhymes","violatorfeaturingbustarhymes","violatorfeaturingbustarhymes"
"858","Vitamin C","Graduation (Friends Forever)",12,"Graduation ","Vitamin","C","vitamin c","vitamin c","graduation (friends forever)","graduation ","graduation ","graduation",NA,"vitamin c","vitaminc","vitaminc"
"859","Vitamin C","The Itch",9,"The Itch","Vitamin","C","vitamin c","vitamin c","the itch","the itch","the itch","theitch",NA,"vitamin c","vitaminc","vitaminc"
"860","Vitamin C Featuring Lady Saw","Smile",14,"Smile","Vitamin","Saw","vitamin c featuring lady saw","vitamin c","smile","smile","smile","smile",NA,"vitamin c featuring lady saw","vitamincfeaturingladysaw","vitamincfeaturingladysaw"
"861","Warren G Featuring Mack 10","I Want It All",15,"I Want It All","Warren","10","warren g featuring mack 10","warren g","i want it all","i want it all","i want it all","iwantitall","85d7666c-d3ce-4e2c-8b1b-f20db7cdae4f","warren g featuring mack 10","warrengfeaturingmack10","warrengfeaturingmack10"
"862","WC Featuring Nate Dogg","The Streets",13,"The Streets","WC","Dogg","wc featuring nate dogg","wc","the streets","the streets","the streets","thestreets","8a6eb2df-311c-4306-9e6e-cacf564305d7","wc featuring nate dogg","wcfeaturingnatedogg","wcfeaturingnatedogg"
"863","Whitney Houston","I Learned From The Best",11,"I Learned From The Best","Whitney","Houston","whitney houston","whitney houston","i learned from the best","i learned from the best","i learned from the best","ilearnedfromthebest","0307edfc-437c-4b48-8700-80680e66a228","whitney houston","whitneyhouston","whitneyhouston"
"864","Whitney Houston","It's Not Right But It's Okay",20,"It's Not Right But It's Okay","Whitney","Houston","whitney houston","whitney houston","it's not right but it's okay","it's not right but it's okay","it s not right but it s okay","itsnotrightbutitsokay","0307edfc-437c-4b48-8700-80680e66a228","whitney houston","whitneyhouston","whitneyhouston"
"865","Whitney Houston","My Love Is Your Love",28,"My Love Is Your Love","Whitney","Houston","whitney houston","whitney houston","my love is your love","my love is your love","my love is your love","myloveisyourlove","0307edfc-437c-4b48-8700-80680e66a228","whitney houston","whitneyhouston","whitneyhouston"
"866","Whitney Houston","One Of Those Days",19,"One Of Those Days","Whitney","Houston","whitney houston","whitney houston","one of those days","one of those days","one of those days","oneofthosedays","0307edfc-437c-4b48-8700-80680e66a228","whitney houston","whitneyhouston","whitneyhouston"
"867","Whitney Houston","The Star Spangled Banner",16,"The Star Spangled Banner","Whitney","Houston","whitney houston","whitney houston","the star spangled banner","the star spangled banner","the star spangled banner","thestarspangledbanner","0307edfc-437c-4b48-8700-80680e66a228","whitney houston","whitneyhouston","whitneyhouston"
"868","Whitney Houston","Try It On My Own",12,"Try It On My Own","Whitney","Houston","whitney houston","whitney houston","try it on my own","try it on my own","try it on my own","tryitonmyown","0307edfc-437c-4b48-8700-80680e66a228","whitney houston","whitneyhouston","whitneyhouston"
"869","Whitney Houston","Whatchulookinat",3,"Whatchulookinat","Whitney","Houston","whitney houston","whitney houston","whatchulookinat","whatchulookinat","whatchulookinat","whatchulookinat","0307edfc-437c-4b48-8700-80680e66a228","whitney houston","whitneyhouston","whitneyhouston"
"870","Whitney Houston & Deborah Cox","Same Script, Different Cast",9,"Same Script, Different Cast","Whitney","Cox","whitney houston & deborah cox","whitney houston","same script, different cast","same script, different cast","same script  different cast","samescriptdifferentcast","0307edfc-437c-4b48-8700-80680e66a228","whitney houston & deborah cox","whitneyhoustondeborahcox","whitneyhoustondeborahcox"
"871","Whitney Houston & Enrique Iglesias","Could I Have This Kiss Forever",19,"Could I Have This Kiss Forever","Whitney","Iglesias","whitney houston & enrique iglesias","whitney houston","could i have this kiss forever","could i have this kiss forever","could i have this kiss forever","couldihavethiskissforever","0307edfc-437c-4b48-8700-80680e66a228","whitney houston & enrique iglesias","whitneyhoustonenriqueiglesias","whitneyhoustonenriqueiglesias"
